Tissue-Name,Frequency[Hz],Conductivity[S/m],Relative-Permittivity,Loss-Tangent,Wavelength[m],Penetration-Depth[m],
Muscle            ,   1.1574e+1,   2.0262e-1,   2.5534e+7,   1.2324e+1,   1.9829e+3,   3.4224e+2,
Muscle            ,   1.1588e+1,   2.0262e-1,   2.5532e+7,   1.2311e+1,   1.9817e+3,   3.4205e+2,
Muscle            ,   1.1601e+1,   2.0263e-1,   2.5531e+7,   1.2297e+1,   1.9804e+3,   3.4186e+2,
Muscle            ,   1.1614e+1,   2.0263e-1,   2.5529e+7,   1.2284e+1,   1.9792e+3,   3.4168e+2,
Muscle            ,   1.1628e+1,   2.0264e-1,   2.5528e+7,   1.2271e+1,   1.9779e+3,   3.4149e+2,
Muscle            ,   1.1641e+1,   2.0265e-1,   2.5526e+7,   1.2258e+1,   1.9767e+3,   3.4130e+2,
Muscle            ,   1.1655e+1,   2.0265e-1,   2.5525e+7,   1.2245e+1,   1.9754e+3,   3.4112e+2,
Muscle            ,   1.1668e+1,   2.0266e-1,   2.5523e+7,   1.2232e+1,   1.9742e+3,   3.4093e+2,
Muscle            ,   1.1682e+1,   2.0266e-1,   2.5522e+7,   1.2219e+1,   1.9729e+3,   3.4074e+2,
Muscle            ,   1.1695e+1,   2.0267e-1,   2.5520e+7,   1.2206e+1,   1.9717e+3,   3.4056e+2,
Muscle            ,   1.1708e+1,   2.0268e-1,   2.5519e+7,   1.2193e+1,   1.9704e+3,   3.4037e+2,
Muscle            ,   1.1722e+1,   2.0268e-1,   2.5517e+7,   1.2180e+1,   1.9692e+3,   3.4019e+2,
Muscle            ,   1.1735e+1,   2.0269e-1,   2.5516e+7,   1.2168e+1,   1.9679e+3,   3.4000e+2,
Muscle            ,   1.1749e+1,   2.0269e-1,   2.5514e+7,   1.2155e+1,   1.9667e+3,   3.3981e+2,
Muscle            ,   1.1763e+1,   2.0270e-1,   2.5513e+7,   1.2142e+1,   1.9654e+3,   3.3963e+2,
Muscle            ,   1.1776e+1,   2.0271e-1,   2.5511e+7,   1.2129e+1,   1.9642e+3,   3.3944e+2,
Muscle            ,   1.1790e+1,   2.0271e-1,   2.5509e+7,   1.2116e+1,   1.9629e+3,   3.3926e+2,
Muscle            ,   1.1803e+1,   2.0272e-1,   2.5508e+7,   1.2103e+1,   1.9617e+3,   3.3907e+2,
Muscle            ,   1.1817e+1,   2.0272e-1,   2.5506e+7,   1.2090e+1,   1.9604e+3,   3.3889e+2,
Muscle            ,   1.1830e+1,   2.0273e-1,   2.5505e+7,   1.2078e+1,   1.9592e+3,   3.3870e+2,
Muscle            ,   1.1844e+1,   2.0274e-1,   2.5503e+7,   1.2065e+1,   1.9579e+3,   3.3851e+2,
Muscle            ,   1.1858e+1,   2.0274e-1,   2.5502e+7,   1.2052e+1,   1.9567e+3,   3.3833e+2,
Muscle            ,   1.1871e+1,   2.0275e-1,   2.5500e+7,   1.2039e+1,   1.9555e+3,   3.3814e+2,
Muscle            ,   1.1885e+1,   2.0275e-1,   2.5499e+7,   1.2026e+1,   1.9542e+3,   3.3796e+2,
Muscle            ,   1.1899e+1,   2.0276e-1,   2.5497e+7,   1.2014e+1,   1.9530e+3,   3.3777e+2,
Muscle            ,   1.1912e+1,   2.0277e-1,   2.5495e+7,   1.2001e+1,   1.9517e+3,   3.3759e+2,
Muscle            ,   1.1926e+1,   2.0277e-1,   2.5494e+7,   1.1988e+1,   1.9505e+3,   3.3741e+2,
Muscle            ,   1.1940e+1,   2.0278e-1,   2.5492e+7,   1.1976e+1,   1.9493e+3,   3.3722e+2,
Muscle            ,   1.1954e+1,   2.0279e-1,   2.5491e+7,   1.1963e+1,   1.9480e+3,   3.3704e+2,
Muscle            ,   1.1967e+1,   2.0279e-1,   2.5489e+7,   1.1950e+1,   1.9468e+3,   3.3685e+2,
Muscle            ,   1.1981e+1,   2.0280e-1,   2.5487e+7,   1.1938e+1,   1.9456e+3,   3.3667e+2,
Muscle            ,   1.1995e+1,   2.0280e-1,   2.5486e+7,   1.1925e+1,   1.9443e+3,   3.3648e+2,
Muscle            ,   1.2009e+1,   2.0281e-1,   2.5484e+7,   1.1912e+1,   1.9431e+3,   3.3630e+2,
Muscle            ,   1.2023e+1,   2.0282e-1,   2.5483e+7,   1.1900e+1,   1.9419e+3,   3.3612e+2,
Muscle            ,   1.2036e+1,   2.0282e-1,   2.5481e+7,   1.1887e+1,   1.9406e+3,   3.3593e+2,
Muscle            ,   1.2050e+1,   2.0283e-1,   2.5479e+7,   1.1875e+1,   1.9394e+3,   3.3575e+2,
Muscle            ,   1.2064e+1,   2.0284e-1,   2.5478e+7,   1.1862e+1,   1.9382e+3,   3.3557e+2,
Muscle            ,   1.2078e+1,   2.0284e-1,   2.5476e+7,   1.1850e+1,   1.9369e+3,   3.3538e+2,
Muscle            ,   1.2092e+1,   2.0285e-1,   2.5474e+7,   1.1837e+1,   1.9357e+3,   3.3520e+2,
Muscle            ,   1.2106e+1,   2.0286e-1,   2.5473e+7,   1.1825e+1,   1.9345e+3,   3.3502e+2,
Muscle            ,   1.2120e+1,   2.0286e-1,   2.5471e+7,   1.1812e+1,   1.9332e+3,   3.3483e+2,
Muscle            ,   1.2134e+1,   2.0287e-1,   2.5470e+7,   1.1800e+1,   1.9320e+3,   3.3465e+2,
Muscle            ,   1.2148e+1,   2.0287e-1,   2.5468e+7,   1.1787e+1,   1.9308e+3,   3.3447e+2,
Muscle            ,   1.2162e+1,   2.0288e-1,   2.5466e+7,   1.1775e+1,   1.9295e+3,   3.3428e+2,
Muscle            ,   1.2176e+1,   2.0289e-1,   2.5465e+7,   1.1762e+1,   1.9283e+3,   3.3410e+2,
Muscle            ,   1.2190e+1,   2.0289e-1,   2.5463e+7,   1.1750e+1,   1.9271e+3,   3.3392e+2,
Muscle            ,   1.2204e+1,   2.0290e-1,   2.5461e+7,   1.1738e+1,   1.9259e+3,   3.3374e+2,
Muscle            ,   1.2218e+1,   2.0291e-1,   2.5460e+7,   1.1725e+1,   1.9246e+3,   3.3355e+2,
Muscle            ,   1.2232e+1,   2.0291e-1,   2.5458e+7,   1.1713e+1,   1.9234e+3,   3.3337e+2,
Muscle            ,   1.2246e+1,   2.0292e-1,   2.5456e+7,   1.1701e+1,   1.9222e+3,   3.3319e+2,
Muscle            ,   1.2260e+1,   2.0293e-1,   2.5455e+7,   1.1688e+1,   1.9210e+3,   3.3301e+2,
Muscle            ,   1.2274e+1,   2.0293e-1,   2.5453e+7,   1.1676e+1,   1.9197e+3,   3.3282e+2,
Muscle            ,   1.2289e+1,   2.0294e-1,   2.5451e+7,   1.1664e+1,   1.9185e+3,   3.3264e+2,
Muscle            ,   1.2303e+1,   2.0295e-1,   2.5450e+7,   1.1651e+1,   1.9173e+3,   3.3246e+2,
Muscle            ,   1.2317e+1,   2.0295e-1,   2.5448e+7,   1.1639e+1,   1.9161e+3,   3.3228e+2,
Muscle            ,   1.2331e+1,   2.0296e-1,   2.5446e+7,   1.1627e+1,   1.9149e+3,   3.3210e+2,
Muscle            ,   1.2345e+1,   2.0297e-1,   2.5445e+7,   1.1615e+1,   1.9136e+3,   3.3191e+2,
Muscle            ,   1.2359e+1,   2.0297e-1,   2.5443e+7,   1.1603e+1,   1.9124e+3,   3.3173e+2,
Muscle            ,   1.2374e+1,   2.0298e-1,   2.5441e+7,   1.1590e+1,   1.9112e+3,   3.3155e+2,
Muscle            ,   1.2388e+1,   2.0299e-1,   2.5439e+7,   1.1578e+1,   1.9100e+3,   3.3137e+2,
Muscle            ,   1.2402e+1,   2.0299e-1,   2.5438e+7,   1.1566e+1,   1.9088e+3,   3.3119e+2,
Muscle            ,   1.2417e+1,   2.0300e-1,   2.5436e+7,   1.1554e+1,   1.9076e+3,   3.3101e+2,
Muscle            ,   1.2431e+1,   2.0301e-1,   2.5434e+7,   1.1542e+1,   1.9063e+3,   3.3083e+2,
